filename,aviary_id,mfcc_mean,zcr,centroid,bandwidth,rms
rec_d1_00_00_45.750000.wav,dev_aviary_1,-11.653545,0.0616691648498062,3034.238817904064,3877.66761670874,0.0144099435
rec_d1_00_01_49.wav,dev_aviary_1,-11.937571,0.049386431080426355,2384.616479344474,3316.632850839706,0.0224351
rec_d1_00_01_52.wav,dev_aviary_1,-11.957759,0.049132827640503876,2419.925982024954,3369.810541311674,0.021689732
rec_d1_00_01_56.250000.wav,dev_aviary_1,-12.271973,0.050383811773255814,2522.7412254521205,3486.6287562566504,0.020712497
rec_d1_00_01_59.wav,dev_aviary_1,-11.863457,0.04949430717054264,2064.3453467008517,2846.1310605289686,0.044573687
rec_d1_00_02_02.wav,dev_aviary_1,-12.79964,0.049297480620155036,2248.535740711598,3125.7442079124016,0.02845052
rec_d1_00_02_05.250000.wav,dev_aviary_1,-12.203057,0.05224230862403101,2247.8399309188057,3054.5764293808033,0.03325834
rec_d1_00_03_01.750000.wav,dev_aviary_1,-10.4843235,0.04650784278100775,2387.9722783625907,3415.5354308404676,0.019941438
rec_d1_00_03_07.500000.wav,dev_aviary_1,-9.706724,0.03651889534883721,2285.9310715635997,3484.2725174931506,0.020222576
rec_d1_00_03_10.250000.wav,dev_aviary_1,-9.323811,0.03792885477228682,2366.9506362630923,3533.2112590564243,0.020028803
rec_d1_00_03_16.wav,dev_aviary_1,-7.7463045,0.03236282703488372,2220.641081496115,3406.3613919703976,0.024347723
rec_d1_00_03_48.wav,dev_aviary_1,-11.907254,0.04922934835271318,2570.264160439504,3540.4277748451236,0.018040909
rec_d1_00_04_49.250000.wav,dev_aviary_1,-12.278067,0.07203473231589147,3382.4728885940617,4015.539159294861,0.014905848
rec_d1_00_05_32.250000.wav,dev_aviary_1,-11.936074,0.05129034944282946,2615.218512258245,3554.476558794292,0.017258676
rec_d1_00_05_38.wav,dev_aviary_1,-12.064042,0.06070585029069767,2694.6347828606513,3406.049557275375,0.0188875
rec_d1_00_06_25.250000.wav,dev_aviary_1,-14.253079,0.05957599018895349,2752.762099102357,3588.7127631062554,0.014747394
rec_d1_00_06_28.500000.wav,dev_aviary_1,-12.905469,0.05712322856104651,2403.4371954112153,3047.543534156278,0.025338814
rec_d1_00_06_31.250000.wav,dev_aviary_1,-12.856693,0.06164456153100775,2602.102659337845,3249.607788215362,0.020225808
rec_d1_00_06_39.750000.wav,dev_aviary_1,-13.625684,0.05740143531976744,2411.521649894563,3118.265534227407,0.023602033
rec_d1_00_06_48.wav,dev_aviary_1,-13.285166,0.056545996850775194,2443.3728789013917,3208.609324915821,0.028032426
rec_d1_00_06_52.wav,dev_aviary_1,-13.56332,0.05606339328972868,2544.729295313612,3365.871265957047,0.022257444
rec_d1_00_07_30.750000.wav,dev_aviary_1,-14.848418,0.05723678234011628,2536.6048494865413,3331.0055286278007,0.021669272
rec_d1_00_07_36.250000.wav,dev_aviary_1,-13.71458,0.053692011870155036,2364.976893749353,3168.4696775476987,0.02574561
rec_d1_00_07_39.250000.wav,dev_aviary_1,-12.462322,0.05424085513565891,2282.6137889842607,3056.9776422693826,0.028881421
rec_d1_00_07_42.wav,dev_aviary_1,-10.981791,0.054971384447674417,2141.6403812839912,2769.736559117652,0.039028432
rec_d1_00_07_44.750000.wav,dev_aviary_1,-9.488014,0.06175433018410853,2484.1623857919753,2957.6630718870756,0.041100953
rec_d1_00_07_47.500000.wav,dev_aviary_1,-8.930689,0.0572254269622093,2204.7388927448146,2699.03742391656,0.046245072
rec_d1_00_08_35.750000.wav,dev_aviary_1,-13.379263,0.05106702701065891,2247.412267082404,3124.4107214692917,0.026161663
rec_d1_00_08_38.500000.wav,dev_aviary_1,-12.884828,0.048443934714147284,2130.0494873880975,3054.8216252737093,0.028399851
rec_d1_00_08_54.250000.wav,dev_aviary_1,-11.605916,0.04736895893895349,2204.7003899297924,3172.471291767626,0.026574653
rec_d1_00_09_01.wav,dev_aviary_1,-12.402975,0.04885272831879845,2195.897946992953,3100.0991908849014,0.02788113
rec_d1_00_09_06.500000.wav,dev_aviary_1,-12.505334,0.0503913820251938,2108.9478199464106,2942.165257333405,0.03307779
rec_d1_00_09_10.500000.wav,dev_aviary_1,-13.190901,0.051772953003875966,2288.194196292916,3183.368706572929,0.030548444
rec_d1_00_09_16.750000.wav,dev_aviary_1,-12.656108,0.051490961119186045,2194.402803600186,2978.84427356135,0.029370282
rec_d1_00_09_56.wav,dev_aviary_1,-10.755576,0.05138687015503876,2272.85489268471,3139.3852301952566,0.030021416
rec_d1_00_09_58.750000.wav,dev_aviary_1,-11.370701,0.05501491339631783,2136.603056380983,2862.075858868707,0.035553187
rec_d1_00_10_01.750000.wav,dev_aviary_1,-11.298264,0.056903691254844964,2152.240931425968,2729.694895885671,0.045294754
rec_d1_00_10_04.750000.wav,dev_aviary_1,-11.118435,0.057972989341085274,2200.11790862863,2593.1390208744347,0.06679949
rec_d1_00_10_07.500000.wav,dev_aviary_1,-9.822957,0.059833378754844964,2225.2515770952305,2434.155964565032,0.097136475
rec_d1_00_10_10.500000.wav,dev_aviary_1,-11.95502,0.05403078064437984,2030.2300796038187,2600.4046758774384,0.0586532
rec_d1_00_10_17.wav,dev_aviary_1,-12.465422,0.0524410277374031,2202.885634324583,3070.6547739789567,0.032775395
rec_d1_00_10_42.750000.wav,dev_aviary_1,-9.310385,0.05443011143410853,2092.7943362946526,2776.8998043894644,0.04792972
rec_d1_00_10_46.500000.wav,dev_aviary_1,-10.026447,0.05545020288275194,2199.601864829847,2793.555435503018,0.04453227
rec_d1_00_10_49.250000.wav,dev_aviary_1,-10.057627,0.052200672238372096,2116.605108857241,2800.883050103992,0.045181487
rec_d1_00_10_59.wav,dev_aviary_1,-10.698383,0.05186379602713178,2068.6171753090266,2847.722495261692,0.03733869
rec_d1_00_11_02.wav,dev_aviary_1,-10.5741205,0.05140011809593023,2100.8592443420234,2883.641364965239,0.036626764
rec_d1_00_12_13.wav,dev_aviary_1,-9.432687,0.12109753512596899,4397.4973145459435,4214.03983171445,0.025361924
rec_d1_00_12_45.250000.wav,dev_aviary_1,-9.009003,0.1289441012596899,4798.353030085617,4552.5789007652975,0.027863748
rec_d1_00_13_04.750000.wav,dev_aviary_1,-10.367537,0.10402472444282945,4223.117961398221,4298.678183895014,0.018805947
rec_d1_00_15_05.500000.wav,dev_aviary_1,-12.746753,0.058137642320736434,2849.3418176785426,3647.763397982115,0.013837337
rec_d1_00_18_30.500000.wav,dev_aviary_1,-11.693514,0.05053143168604651,2402.3268231607635,3335.887510871438,0.020943178
rec_d1_00_19_07.wav,dev_aviary_1,-10.836211,0.052306655765503876,2451.1833334484218,3228.635984191152,0.02855324
rec_d1_00_19_09.750000.wav,dev_aviary_1,-9.984708,0.05387559047965116,2370.8832081484557,3002.8162326780853,0.031393427
rec_d1_00_21_54.500000.wav,dev_aviary_1,-12.117431,0.06927348292151163,3141.5923346090667,3781.2813003827023,0.014333291
rec_d1_00_25_09.500000.wav,dev_aviary_1,-11.527868,0.04634886749031008,2551.194642419379,3622.651560002685,0.016094351
rec_d1_00_25_18.750000.wav,dev_aviary_1,-9.753021,0.03525844840116279,2320.9556091382765,3514.4838045340953,0.021018742
rec_d1_00_25_26.wav,dev_aviary_1,-10.700039,0.03952617793120155,2343.114704571039,3444.4022124194366,0.022330444
rec_d1_00_26_11.750000.wav,dev_aviary_1,-11.758085,0.07449127906976744,3295.589133431215,3910.647806156258,0.016712923
rec_d1_00_26_24.wav,dev_aviary_1,-12.976041,0.05329078851744186,2550.089774327191,3430.1323762511715,0.019298712
rec_d1_00_26_29.750000.wav,dev_aviary_1,-14.230762,0.053334317466085274,2514.211480404245,3371.8172322020314,0.021209788
rec_d1_00_28_00.250000.wav,dev_aviary_1,-13.715098,0.045608875363372096,2390.8055458769695,3420.436986184116,0.018432463
rec_d1_00_28_12.wav,dev_aviary_1,-14.4873295,0.043004708696705425,2203.325194227477,3253.6332295736747,0.023696259
rec_d1_00_30_24.wav,dev_aviary_1,-11.822562,0.04992202640503876,2460.9832951680337,3440.3853679243152,0.018732743
rec_d1_00_30_28.500000.wav,dev_aviary_1,-10.838498,0.05640973231589147,2468.0047664493504,3278.5059775153504,0.02711448
rec_d1_00_30_53.750000.wav,dev_aviary_1,-13.223595,0.07073832667151163,2991.8474993058217,3597.0571811855984,0.013357222
rec_d1_00_30_57.500000.wav,dev_aviary_1,-11.437783,0.07245298873546512,3256.0081594722265,3866.7710720522687,0.018768935
rec_d1_00_32_41.wav,dev_aviary_1,-13.491065,0.07010999576065892,3283.9066903665607,3957.4227010290147,0.012158076
rec_d1_00_35_39.250000.wav,dev_aviary_1,-12.116276,0.0848625242248062,3294.8581098095874,3634.6894122011827,0.017387066
rec_d1_00_39_23.wav,dev_aviary_1,-12.456199,0.05008667938468992,2370.944575684277,3242.8654931784044,0.03769992
rec_d1_00_41_01.250000.wav,dev_aviary_1,-6.8604374,0.05905175024224806,2813.555816540704,3496.7410549014353,0.05713739
rec_d1_00_41_04.wav,dev_aviary_1,-12.481769,0.05198492005813953,2684.430652752841,3592.861797303496,0.018065816
rec_d1_00_42_31.250000.wav,dev_aviary_1,-11.814906,0.05921829578488372,3065.578622427203,3911.0688555228735,0.013298746
rec_d1_00_45_09.750000.wav,dev_aviary_1,-10.176936,0.06480135658914729,3033.2012476168147,3755.765722362816,0.020541506
rec_d1_00_46_23.750000.wav,dev_aviary_1,-10.549225,0.03833386325096899,2362.258255549647,3513.4658642259587,0.019589253
rec_d1_00_46_26.500000.wav,dev_aviary_1,-10.634456,0.039246078609496124,2345.618736316757,3477.6291262002414,0.01994187
rec_d1_00_49_02.500000.wav,dev_aviary_1,-11.638584,0.04836633963178295,2245.186200175882,3175.213012327099,0.02487617
rec_d1_00_49_05.750000.wav,dev_aviary_1,-11.393998,0.05236721778100775,2242.6380194761027,3133.3912166162413,0.025815139
rec_d1_00_49_09.500000.wav,dev_aviary_1,-10.615082,0.052155250726744186,2241.1907064721368,3109.2336333110907,0.026646862
rec_d1_00_51_41.250000.wav,dev_aviary_1,-11.954309,0.04551046208817829,2617.2970412485274,3660.6212982778266,0.019327862
rec_d1_00_51_44.250000.wav,dev_aviary_1,-12.089946,0.04488402374031008,2616.827922738028,3661.5244803481055,0.017106805
rec_d1_00_51_58.750000.wav,dev_aviary_1,-10.99233,0.04750711603682171,2460.0354303188924,3440.7963594700213,0.02104565
rec_d1_00_53_34.wav,dev_aviary_1,-11.75111,0.060280023619186045,3113.022904439418,3929.1513280594486,0.014089277
rec_d1_00_55_55.250000.wav,dev_aviary_1,-10.440978,0.06111464389534884,3151.4881567133875,3905.230491997278,0.017202238
rec_d1_00_56_00.wav,dev_aviary_1,-10.532473,0.045395015746124034,2732.201033569153,3766.4011162112897,0.015782574
rec_d1_00_57_07.750000.wav,dev_aviary_1,-7.860625,0.0563453851744186,2549.183783596003,3263.971266297845,0.048589688
rec_d1_00_57_23.500000.wav,dev_aviary_1,-11.585243,0.04955676174903101,2196.257145656113,2992.172431578733,0.04823416
rec_d1_00_57_45.500000.wav,dev_aviary_1,-11.080464,0.05027215055717054,2391.6460452324,3187.4964357746735,0.029020298
rec_d1_00_58_34.wav,dev_aviary_1,-10.465154,0.04868618277616279,2557.6267919819984,3493.551987692078,0.018453188
rec_d1_00_58_54.500000.wav,dev_aviary_1,-9.412175,0.045412048812984496,2455.1819687155885,3436.046452532468,0.021114798
rec_d1_01_00_04.250000.wav,dev_aviary_1,-10.8380375,0.08098277010658915,3470.8480131908696,3877.629243594445,0.026409622
rec_d1_01_00_07.wav,dev_aviary_1,-12.562451,0.052963375121124034,2581.7554361459856,3494.901006475813,0.01810001
rec_d1_01_02_02.500000.wav,dev_aviary_1,-10.57263,0.08267472141472869,3376.9686961935486,3643.6708596685057,0.017864855
rec_d1_01_02_16.500000.wav,dev_aviary_1,-10.245677,0.0976581425629845,3587.0023742393987,3710.1012125805323,0.021757174
rec_d1_01_02_20.500000.wav,dev_aviary_1,-10.068361,0.1198219476744186,3927.1174440617915,3625.5886199405545,0.021727772
rec_d1_01_02_26.wav,dev_aviary_1,-9.887294,0.06863379663275193,3166.181430989499,3770.036384905441,0.018149043
rec_d1_01_02_29.750000.wav,dev_aviary_1,-9.547684,0.0771957515746124,3500.9113115548157,3970.0825494345936,0.017755846
rec_d1_01_03_07.500000.wav,dev_aviary_1,-8.113894,0.06957061531007752,2981.920305343145,3537.2472770181525,0.020581448
rec_d1_01_03_10.250000.wav,dev_aviary_1,-8.078893,0.0620609253875969,2848.2820245736702,3585.0660023859105,0.01949729
rec_d1_01_03_28.wav,dev_aviary_1,-9.194132,0.08679861615794573,3241.8631307076503,3501.3551468027554,0.02206483
rec_d1_01_03_45.wav,dev_aviary_1,-8.665074,0.0973136960998062,3297.005524850695,3339.9802719171425,0.02390581
