filename,aviary_id,mfcc_mean,zcr,centroid,bandwidth,rms,bird_count
rec_d1_00_00_45.750000.wav,dev_aviary_1,-11.653545,0.0616691648498062,3034.238817904064,3877.66761670874,0.0144099435,153
rec_d1_00_01_49.wav,dev_aviary_1,-11.937571,0.0493864310804263,2384.616479344474,3316.632850839706,0.0224351,153
rec_d1_00_01_52.wav,dev_aviary_1,-11.957759,0.0491328276405038,2419.925982024954,3369.810541311674,0.021689732,153
rec_d1_00_01_56.250000.wav,dev_aviary_1,-12.271973,0.0503838117732558,2522.7412254521205,3486.6287562566504,0.020712497,153
rec_d1_00_01_59.wav,dev_aviary_1,-11.863457,0.0494943071705426,2064.345346700852,2846.1310605289686,0.044573687,153
rec_d1_00_02_02.wav,dev_aviary_1,-12.79964,0.049297480620155,2248.535740711598,3125.7442079124016,0.02845052,153
rec_d1_00_02_05.250000.wav,dev_aviary_1,-12.203057,0.052242308624031,2247.8399309188057,3054.576429380804,0.03325834,153
rec_d1_00_03_01.750000.wav,dev_aviary_1,-10.4843235,0.0465078427810077,2387.9722783625907,3415.535430840468,0.019941438,153
rec_d1_00_03_07.500000.wav,dev_aviary_1,-9.706724,0.0365188953488372,2285.9310715636,3484.27251749315,0.020222576,153
rec_d1_00_03_10.250000.wav,dev_aviary_1,-9.323811,0.0379288547722868,2366.9506362630923,3533.2112590564243,0.020028803,153
rec_d1_00_03_16.wav,dev_aviary_1,-7.7463045,0.0323628270348837,2220.641081496115,3406.3613919703976,0.024347723,153
rec_d1_00_03_48.wav,dev_aviary_1,-11.907254,0.0492293483527131,2570.264160439504,3540.427774845124,0.018040909,153
rec_d1_00_04_49.250000.wav,dev_aviary_1,-12.278067,0.0720347323158914,3382.4728885940617,4015.539159294861,0.014905848,153
rec_d1_00_05_32.250000.wav,dev_aviary_1,-11.936074,0.0512903494428294,2615.218512258245,3554.476558794292,0.017258676,153
rec_d1_00_05_38.wav,dev_aviary_1,-12.064042,0.0607058502906976,2694.6347828606517,3406.049557275375,0.0188875,153
rec_d1_00_06_25.250000.wav,dev_aviary_1,-14.253079,0.0595759901889534,2752.762099102357,3588.712763106256,0.014747394,153
rec_d1_00_06_28.500000.wav,dev_aviary_1,-12.905469,0.0571232285610465,2403.4371954112157,3047.543534156278,0.025338814,153
rec_d1_00_06_31.250000.wav,dev_aviary_1,-12.856693,0.0616445615310077,2602.102659337845,3249.607788215362,0.020225808,153
rec_d1_00_06_39.750000.wav,dev_aviary_1,-13.625684,0.0574014353197674,2411.521649894563,3118.265534227407,0.023602033,153
rec_d1_00_06_48.wav,dev_aviary_1,-13.285166,0.0565459968507751,2443.372878901392,3208.609324915821,0.028032426,153
rec_d1_00_06_52.wav,dev_aviary_1,-13.56332,0.0560633932897286,2544.729295313612,3365.871265957047,0.022257444,153
rec_d1_00_07_30.750000.wav,dev_aviary_1,-14.848418,0.0572367823401162,2536.6048494865413,3331.0055286278007,0.021669272,153
rec_d1_00_07_36.250000.wav,dev_aviary_1,-13.71458,0.053692011870155,2364.976893749353,3168.4696775476987,0.02574561,153
rec_d1_00_07_39.250000.wav,dev_aviary_1,-12.462322,0.0542408551356589,2282.6137889842607,3056.9776422693826,0.028881421,153
rec_d1_00_07_42.wav,dev_aviary_1,-10.981791,0.0549713844476744,2141.6403812839912,2769.736559117652,0.039028432,153
rec_d1_00_07_44.750000.wav,dev_aviary_1,-9.488014,0.0617543301841085,2484.162385791976,2957.663071887076,0.041100953,153
rec_d1_00_07_47.500000.wav,dev_aviary_1,-8.930689,0.0572254269622093,2204.7388927448146,2699.03742391656,0.046245072,153
rec_d1_00_08_35.750000.wav,dev_aviary_1,-13.379263,0.0510670270106589,2247.412267082404,3124.410721469292,0.026161663,153
rec_d1_00_08_38.500000.wav,dev_aviary_1,-12.884828,0.0484439347141472,2130.049487388097,3054.8216252737093,0.028399851,153
rec_d1_00_08_54.250000.wav,dev_aviary_1,-11.605916,0.0473689589389534,2204.7003899297924,3172.471291767626,0.026574653,153
rec_d1_00_09_01.wav,dev_aviary_1,-12.402975,0.0488527283187984,2195.897946992953,3100.0991908849014,0.02788113,153
rec_d1_00_09_06.500000.wav,dev_aviary_1,-12.505334,0.0503913820251938,2108.9478199464106,2942.165257333405,0.03307779,153
rec_d1_00_09_10.500000.wav,dev_aviary_1,-13.190901,0.0517729530038759,2288.194196292916,3183.368706572929,0.030548444,153
rec_d1_00_09_16.750000.wav,dev_aviary_1,-12.656108,0.051490961119186,2194.402803600186,2978.84427356135,0.029370282,153
rec_d1_00_09_56.wav,dev_aviary_1,-10.755576,0.0513868701550387,2272.85489268471,3139.385230195257,0.030021416,153
rec_d1_00_09_58.750000.wav,dev_aviary_1,-11.370701,0.0550149133963178,2136.603056380983,2862.075858868707,0.035553187,153
rec_d1_00_10_01.750000.wav,dev_aviary_1,-11.298264,0.0569036912548449,2152.240931425968,2729.694895885671,0.045294754,153
rec_d1_00_10_04.750000.wav,dev_aviary_1,-11.118435,0.0579729893410852,2200.11790862863,2593.1390208744347,0.06679949,153
rec_d1_00_10_07.500000.wav,dev_aviary_1,-9.822957,0.0598333787548449,2225.2515770952305,2434.155964565032,0.097136475,153
rec_d1_00_10_10.500000.wav,dev_aviary_1,-11.95502,0.0540307806443798,2030.2300796038187,2600.4046758774384,0.0586532,153
rec_d1_00_10_17.wav,dev_aviary_1,-12.465422,0.0524410277374031,2202.885634324583,3070.6547739789567,0.032775395,153
rec_d1_00_10_42.750000.wav,dev_aviary_1,-9.310385,0.0544301114341085,2092.794336294653,2776.8998043894644,0.04792972,153
rec_d1_00_10_46.500000.wav,dev_aviary_1,-10.026447,0.0554502028827519,2199.601864829847,2793.555435503018,0.04453227,153
rec_d1_00_10_49.250000.wav,dev_aviary_1,-10.057627,0.052200672238372,2116.605108857241,2800.883050103992,0.045181487,153
rec_d1_00_10_59.wav,dev_aviary_1,-10.698383,0.0518637960271317,2068.6171753090266,2847.722495261692,0.03733869,153
rec_d1_00_11_02.wav,dev_aviary_1,-10.5741205,0.0514001180959302,2100.8592443420234,2883.641364965239,0.036626764,153
rec_d1_00_12_13.wav,dev_aviary_1,-9.432687,0.1210975351259689,4397.497314545944,4214.03983171445,0.025361924,153
rec_d1_00_12_45.250000.wav,dev_aviary_1,-9.009003,0.1289441012596899,4798.353030085617,4552.5789007652975,0.027863748,153
rec_d1_00_13_04.750000.wav,dev_aviary_1,-10.367537,0.1040247244428294,4223.117961398221,4298.678183895014,0.018805947,153
rec_d1_00_15_05.500000.wav,dev_aviary_1,-12.746753,0.0581376423207364,2849.3418176785426,3647.763397982115,0.013837337,153
rec_d1_00_18_30.500000.wav,dev_aviary_1,-11.693514,0.0505314316860465,2402.3268231607635,3335.887510871438,0.020943178,153
rec_d1_00_19_07.wav,dev_aviary_1,-10.836211,0.0523066557655038,2451.1833334484218,3228.635984191152,0.02855324,153
rec_d1_00_19_09.750000.wav,dev_aviary_1,-9.984708,0.0538755904796511,2370.883208148456,3002.8162326780853,0.031393427,153
rec_d1_00_21_54.500000.wav,dev_aviary_1,-12.117431,0.0692734829215116,3141.5923346090667,3781.2813003827023,0.014333291,153
rec_d1_00_25_09.500000.wav,dev_aviary_1,-11.527868,0.04634886749031,2551.194642419379,3622.651560002685,0.016094351,153
rec_d1_00_25_18.750000.wav,dev_aviary_1,-9.753021,0.0352584484011627,2320.9556091382765,3514.4838045340957,0.021018742,153
rec_d1_00_25_26.wav,dev_aviary_1,-10.700039,0.0395261779312015,2343.114704571039,3444.4022124194366,0.022330444,153
rec_d1_00_26_11.750000.wav,dev_aviary_1,-11.758085,0.0744912790697674,3295.589133431215,3910.647806156258,0.016712923,153
rec_d1_00_26_24.wav,dev_aviary_1,-12.976041,0.0532907885174418,2550.089774327191,3430.1323762511715,0.019298712,153
rec_d1_00_26_29.750000.wav,dev_aviary_1,-14.230762,0.0533343174660852,2514.211480404245,3371.8172322020314,0.021209788,153
rec_d1_00_28_00.250000.wav,dev_aviary_1,-13.715098,0.045608875363372,2390.805545876969,3420.436986184116,0.018432463,153
rec_d1_00_28_12.wav,dev_aviary_1,-14.4873295,0.0430047086967054,2203.325194227477,3253.6332295736747,0.023696259,153
rec_d1_00_30_24.wav,dev_aviary_1,-11.822562,0.0499220264050387,2460.9832951680337,3440.3853679243152,0.018732743,153
rec_d1_00_30_28.500000.wav,dev_aviary_1,-10.838498,0.0564097323158914,2468.0047664493504,3278.5059775153504,0.02711448,153
rec_d1_00_30_53.750000.wav,dev_aviary_1,-13.223595,0.0707383266715116,2991.8474993058217,3597.0571811855984,0.013357222,153
rec_d1_00_30_57.500000.wav,dev_aviary_1,-11.437783,0.0724529887354651,3256.0081594722265,3866.7710720522687,0.018768935,153
rec_d1_00_32_41.wav,dev_aviary_1,-13.491065,0.0701099957606589,3283.9066903665607,3957.422701029015,0.012158076,153
rec_d1_00_35_39.250000.wav,dev_aviary_1,-12.116276,0.0848625242248062,3294.8581098095874,3634.689412201183,0.017387066,153
rec_d1_00_39_23.wav,dev_aviary_1,-12.456199,0.0500866793846899,2370.944575684277,3242.8654931784044,0.03769992,153
rec_d1_00_41_01.250000.wav,dev_aviary_1,-6.8604374,0.059051750242248,2813.555816540704,3496.7410549014357,0.05713739,153
rec_d1_00_41_04.wav,dev_aviary_1,-12.481769,0.0519849200581395,2684.430652752841,3592.861797303496,0.018065816,153
rec_d1_00_42_31.250000.wav,dev_aviary_1,-11.814906,0.0592182957848837,3065.578622427203,3911.0688555228735,0.013298746,153
rec_d1_00_45_09.750000.wav,dev_aviary_1,-10.176936,0.0648013565891472,3033.2012476168147,3755.765722362816,0.020541506,153
rec_d1_00_46_23.750000.wav,dev_aviary_1,-10.549225,0.0383338632509689,2362.258255549647,3513.4658642259587,0.019589253,153
rec_d1_00_46_26.500000.wav,dev_aviary_1,-10.634456,0.0392460786094961,2345.618736316757,3477.629126200241,0.01994187,153
rec_d1_00_49_02.500000.wav,dev_aviary_1,-11.638584,0.0483663396317829,2245.186200175882,3175.213012327099,0.02487617,153
rec_d1_00_49_05.750000.wav,dev_aviary_1,-11.393998,0.0523672177810077,2242.6380194761027,3133.3912166162413,0.025815139,153
rec_d1_00_49_09.500000.wav,dev_aviary_1,-10.615082,0.0521552507267441,2241.1907064721368,3109.2336333110907,0.026646862,153
rec_d1_00_51_41.250000.wav,dev_aviary_1,-11.954309,0.0455104620881782,2617.2970412485274,3660.6212982778266,0.019327862,153
rec_d1_00_51_44.250000.wav,dev_aviary_1,-12.089946,0.04488402374031,2616.827922738028,3661.5244803481055,0.017106805,153
rec_d1_00_51_58.750000.wav,dev_aviary_1,-10.99233,0.0475071160368217,2460.0354303188924,3440.7963594700213,0.02104565,153
rec_d1_00_53_34.wav,dev_aviary_1,-11.75111,0.060280023619186,3113.022904439418,3929.1513280594486,0.014089277,153
rec_d1_00_55_55.250000.wav,dev_aviary_1,-10.440978,0.0611146438953488,3151.4881567133875,3905.230491997278,0.017202238,153
rec_d1_00_56_00.wav,dev_aviary_1,-10.532473,0.045395015746124,2732.201033569153,3766.4011162112897,0.015782574,153
rec_d1_00_57_07.750000.wav,dev_aviary_1,-7.860625,0.0563453851744186,2549.183783596003,3263.971266297845,0.048589688,153
rec_d1_00_57_23.500000.wav,dev_aviary_1,-11.585243,0.049556761749031,2196.257145656113,2992.172431578733,0.04823416,153
rec_d1_00_57_45.500000.wav,dev_aviary_1,-11.080464,0.0502721505571705,2391.6460452324,3187.496435774673,0.029020298,153
rec_d1_00_58_34.wav,dev_aviary_1,-10.465154,0.0486861827761627,2557.6267919819984,3493.551987692078,0.018453188,153
rec_d1_00_58_54.500000.wav,dev_aviary_1,-9.412175,0.0454120488129844,2455.1819687155885,3436.046452532468,0.021114798,153
rec_d1_01_00_04.250000.wav,dev_aviary_1,-10.8380375,0.0809827701065891,3470.8480131908696,3877.629243594445,0.026409622,153
rec_d1_01_00_07.wav,dev_aviary_1,-12.562451,0.052963375121124,2581.7554361459856,3494.901006475813,0.01810001,153
rec_d1_01_02_02.500000.wav,dev_aviary_1,-10.57263,0.0826747214147286,3376.968696193549,3643.6708596685057,0.017864855,153
rec_d1_01_02_16.500000.wav,dev_aviary_1,-10.245677,0.0976581425629845,3587.0023742393987,3710.101212580532,0.021757174,153
rec_d1_01_02_20.500000.wav,dev_aviary_1,-10.068361,0.1198219476744186,3927.117444061792,3625.5886199405545,0.021727772,153
rec_d1_01_02_26.wav,dev_aviary_1,-9.887294,0.0686337966327519,3166.181430989499,3770.036384905441,0.018149043,153
rec_d1_01_02_29.750000.wav,dev_aviary_1,-9.547684,0.0771957515746124,3500.911311554816,3970.0825494345936,0.017755846,153
rec_d1_01_03_07.500000.wav,dev_aviary_1,-8.113894,0.0695706153100775,2981.920305343145,3537.2472770181525,0.020581448,153
rec_d1_01_03_10.250000.wav,dev_aviary_1,-8.078893,0.0620609253875969,2848.2820245736702,3585.0660023859105,0.01949729,153
rec_d1_01_03_28.wav,dev_aviary_1,-9.194132,0.0867986161579457,3241.8631307076503,3501.355146802756,0.02206483,153
rec_d1_01_03_45.wav,dev_aviary_1,-8.665074,0.0973136960998062,3297.005524850695,3339.9802719171425,0.02390581,153
rec_d1_01_03_56.500000.wav,dev_aviary_1,-9.584053,0.0593167090600775,2439.389403630776,3124.81480926996,0.028403772,153
rec_d1_01_04_23.wav,dev_aviary_1,-12.008983,0.0636128270348837,2916.258744170089,3670.555607903956,0.014976138,153
rec_d1_01_05_21.250000.wav,dev_aviary_1,-11.607421,0.0416004269622093,2503.448980359237,3608.99844828733,0.017095396,153
rec_d1_01_05_33.500000.wav,dev_aviary_1,-9.659902,0.0402926659399224,2369.3930374938063,3518.632147306256,0.019416673,153
rec_d1_01_06_22.750000.wav,dev_aviary_1,-12.266337,0.0584158490794573,2542.675101165876,3283.9494524308884,0.023362588,153
rec_d1_01_06_35.500000.wav,dev_aviary_1,-11.4420185,0.0479442980862403,2210.318544469132,3145.43782528927,0.029514858,153
rec_d1_01_09_09.wav,dev_aviary_1,-13.00587,0.0543544089147286,2500.961129213223,3390.885422596363,0.021231791,153
rec_d1_01_09_40.500000.wav,dev_aviary_1,-14.581627,0.0599885689195736,2675.4616450219683,3502.592642806537,0.016606357,153
rec_d1_01_09_49.500000.wav,dev_aviary_1,-14.435804,0.0625605620155038,2896.236230603242,3689.158598485279,0.013862645,153
rec_d1_01_10_10.750000.wav,dev_aviary_1,-12.242628,0.0762911064680232,3380.350328397716,3947.151217709493,0.014994595,153
rec_d1_01_13_21.750000.wav,dev_aviary_1,-13.047323,0.0819271590358527,3192.5897606256526,3620.674356741221,0.015589065,153
rec_d1_01_13_49.750000.wav,dev_aviary_1,-13.888646,0.0770462390988372,3194.82016135102,3784.959815734376,0.012056493,153
rec_d1_01_14_24.500000.wav,dev_aviary_1,-12.103313,0.0886514353197674,3585.3821028911952,3900.8784353637857,0.014279308,153
rec_d1_01_15_26.250000.wav,dev_aviary_1,-13.3633375,0.0756154614825581,3156.2963578959657,3700.2254920366495,0.013740847,153
